"station","year","avg_dens","Lat","Long","bot_temp","log_avg_dens"
"A-06",2009,0,55.0235578431373,-164.590610980392,4.1,-6.55436829794885
"A-06",2010,0,55.0235578431373,-164.590610980392,5.1,-6.55436829794885
"A-06",2011,0,55.0235578431373,-164.590610980392,5.6,-6.55436829794885
"A-06",2012,0,55.0235578431373,-164.590610980392,2.9,-6.55436829794885
"A-06",2013,0,55.0235578431373,-164.590610980392,4.6,-6.55436829794885
"A-06",2014,0,55.0235578431373,-164.590610980392,6.7,-6.55436829794885
"A-06",2015,0,55.0235578431373,-164.590610980392,5.8,-6.55436829794885
"A-06",2016,0,55.0235578431373,-164.590610980392,6.7,-6.55436829794885
"A-06",2017,0,55.0235578431373,-164.590610980392,5.7,-6.55436829794885
"A-06",2018,0,55.0235578431373,-164.590610980392,5.9,-6.55436829794885
"A-06",2019,0,55.0235578431373,-164.590610980392,5.9,-6.55436829794885
"A-06",2021,0,55.0235578431373,-164.590610980392,5.3,-6.55436829794885
"A-06",2022,0,55.0235578431373,-164.590610980392,4.2,-6.55436829794885
"A-06",2023,0,55.0235578431373,-164.590610980392,5.2,-6.55436829794885
"B-01",1988,0,55.3412870652174,-167.547656956522,4.3,-6.55436829794885
"B-01",1989,0,55.3412870652174,-167.547656956522,3.9,-6.55436829794885
"B-01",1990,0,55.3412870652174,-167.547656956522,3.5,-6.55436829794885
"B-01",1991,0,55.3412870652174,-167.547656956522,3.4,-6.55436829794885
"B-01",1992,55.7093781523871,55.3412870652174,-167.547656956522,4,4.02017406052646
"B-01",1993,0,55.3412870652174,-167.547656956522,3.9,-6.55436829794885
"B-01",1994,0,55.3412870652174,-167.547656956522,3.3,-6.55436829794885
"B-01",1995,0,55.3412870652174,-167.547656956522,3.6,-6.55436829794885
"B-01",1996,0,55.3412870652174,-167.547656956522,4.3,-6.55436829794885
"B-01",1997,0,55.3412870652174,-167.547656956522,4,-6.55436829794885
"B-01",1998,0,55.3412870652174,-167.547656956522,3.7,-6.55436829794885
"B-01",1999,0,55.3412870652174,-167.547656956522,3.4,-6.55436829794885
"B-01",2000,0,55.3412870652174,-167.547656956522,3.6,-6.55436829794885
"B-01",2001,0,55.3412870652174,-167.547656956522,3.9,-6.55436829794885
"B-01",2002,0,55.3412870652174,-167.547656956522,3.6,-6.55436829794885
"B-01",2003,0,55.3412870652174,-167.547656956522,4.6,-6.55436829794885
"B-01",2004,0,55.3412870652174,-167.547656956522,4.2,-6.55436829794885
"B-01",2005,0,55.3412870652174,-167.547656956522,4.3,-6.55436829794885
"B-01",2006,0,55.3412870652174,-167.547656956522,3.7,-6.55436829794885
"B-01",2007,0,55.3412870652174,-167.547656956522,3.6,-6.55436829794885
"B-01",2008,0,55.3412870652174,-167.547656956522,3.3,-6.55436829794885
"B-01",2009,0,55.3412870652174,-167.547656956522,3.4,-6.55436829794885
"B-01",2010,0,55.3412870652174,-167.547656956522,3.9,-6.55436829794885
"B-01",2011,0,55.3412870652174,-167.547656956522,3.8,-6.55436829794885
"B-01",2012,0,55.3412870652174,-167.547656956522,3,-6.55436829794885
"B-01",2013,0,55.3412870652174,-167.547656956522,3.7,-6.55436829794885
"B-01",2014,0,55.3412870652174,-167.547656956522,4.1,-6.55436829794885
"B-01",2015,0,55.3412870652174,-167.547656956522,4.4,-6.55436829794885
"B-01",2016,0,55.3412870652174,-167.547656956522,4.6,-6.55436829794885
"B-01",2017,0,55.3412870652174,-167.547656956522,4.3,-6.55436829794885
"B-01",2018,0,55.3412870652174,-167.547656956522,4.4,-6.55436829794885
"B-01",2019,0,55.3412870652174,-167.547656956522,4.6,-6.55436829794885
"B-01",2021,0,55.3412870652174,-167.547656956522,4,-6.55436829794885
"B-01",2022,0,55.3412870652174,-167.547656956522,3.9,-6.55436829794885
"B-01",2023,0,55.3412870652174,-167.547656956522,4.4,-6.55436829794885
"B-02",1988,0,55.330085,-166.96808,3.5,-6.55436829794885
"B-02",1989,0,55.330085,-166.96808,3.5,-6.55436829794885
"B-02",1990,18.9857779760212,55.330085,-166.96808,3.5,2.94376516578799
"B-02",1991,0,55.330085,-166.96808,3.4,-6.55436829794885
"B-02",1992,0,55.330085,-166.96808,3.9,-6.55436829794885
"B-02",1993,0,55.330085,-166.96808,3.9,-6.55436829794885
"B-02",1994,0,55.330085,-166.96808,3.9,-6.55436829794885
"B-02",1995,0,55.330085,-166.96808,3.3,-6.55436829794885
"B-02",1996,0,55.330085,-166.96808,4.3,-6.55436829794885
"B-02",1997,0,55.330085,-166.96808,3.9,-6.55436829794885
"B-02",1998,0,55.330085,-166.96808,4,-6.55436829794885
"B-02",1999,0,55.330085,-166.96808,3.3,-6.55436829794885
"B-02",2000,0,55.330085,-166.96808,3.5,-6.55436829794885
"B-02",2001,0,55.330085,-166.96808,3.9,-6.55436829794885
"B-02",2002,0,55.330085,-166.96808,3.6,-6.55436829794885
"B-02",2003,0,55.330085,-166.96808,4.5,-6.55436829794885
"B-02",2004,0,55.330085,-166.96808,4.1,-6.55436829794885
"B-02",2005,0,55.330085,-166.96808,4.2,-6.55436829794885
"B-02",2006,0,55.330085,-166.96808,4,-6.55436829794885
"B-02",2007,0,55.330085,-166.96808,3.5,-6.55436829794885
"B-02",2008,0,55.330085,-166.96808,3.3,-6.55436829794885
"B-02",2009,0,55.330085,-166.96808,3.4,-6.55436829794885
"B-02",2010,0,55.330085,-166.96808,3.8,-6.55436829794885
"B-02",2011,0,55.330085,-166.96808,3.8,-6.55436829794885
"B-02",2012,19.3348312429155,55.330085,-166.96808,3,2.96198183761325
"B-02",2013,17.3663104742653,55.330085,-166.96808,3.7,2.85461413745197
"B-02",2014,0,55.330085,-166.96808,4,-6.55436829794885
"B-02",2015,0,55.330085,-166.96808,4.9,-6.55436829794885
"B-02",2016,39.7351869367052,55.330085,-166.96808,4.7,3.68227294961053
"B-02",2017,0,55.330085,-166.96808,4.4,-6.55436829794885
"B-02",2018,0,55.330085,-166.96808,4.4,-6.55436829794885
"B-02",2019,0,55.330085,-166.96808,4.6,-6.55436829794885
"B-02",2021,0,55.330085,-166.96808,4.1,-6.55436829794885
"B-02",2022,0,55.330085,-166.96808,3.9,-6.55436829794885
"B-02",2023,0,55.330085,-166.96808,4.3,-6.55436829794885
"B-03",1988,0,55.3416478947368,-166.354432573099,3.7,-6.55436829794885
"B-03",1989,0,55.3416478947368,-166.354432573099,3.7,-6.55436829794885
"B-03",1990,0,55.3416478947368,-166.354432573099,3.5,-6.55436829794885
"B-03",1991,77.8984551847871,55.3416478947368,-166.354432573099,3.7,4.35542440046008
"B-03",1992,19.4307791895889,55.3416478947368,-166.354432573099,3.8,2.96693164201791
"B-03",1993,0,55.3416478947368,-166.354432573099,4,-6.55436829794885
"B-03",1994,0,55.3416478947368,-166.354432573099,3.3,-6.55436829794885
"B-03",1995,0,55.3416478947368,-166.354432573099,3.2,-6.55436829794885
"B-03",1996,0,55.3416478947368,-166.354432573099,4.2,-6.55436829794885
"B-03",1997,0,55.3416478947368,-166.354432573099,3.8,-6.55436829794885
"B-03",1998,18.1997280388024,55.3416478947368,-166.354432573099,3.8,2.90148488443452
"B-03",1999,0,55.3416478947368,-166.354432573099,3.3,-6.55436829794885
"B-03",2000,0,55.3416478947368,-166.354432573099,3.6,-6.55436829794885
"B-03",2001,0,55.3416478947368,-166.354432573099,4,-6.55436829794885
"B-03",2002,0,55.3416478947368,-166.354432573099,3.6,-6.55436829794885
"B-03",2003,0,55.3416478947368,-166.354432573099,4.5,-6.55436829794885
"B-03",2004,0,55.3416478947368,-166.354432573099,4.1,-6.55436829794885
"B-03",2005,0,55.3416478947368,-166.354432573099,4.2,-6.55436829794885
"B-03",2006,0,55.3416478947368,-166.354432573099,4.1,-6.55436829794885
"B-03",2007,0,55.3416478947368,-166.354432573099,3.5,-6.55436829794885
"B-03",2008,0,55.3416478947368,-166.354432573099,3.2,-6.55436829794885
"B-03",2009,0,55.3416478947368,-166.354432573099,3.4,-6.55436829794885
"B-03",2010,0,55.3416478947368,-166.354432573099,4,-6.55436829794885
"B-03",2011,0,55.3416478947368,-166.354432573099,3.8,-6.55436829794885
"B-03",2012,0,55.3416478947368,-166.354432573099,2.9,-6.55436829794885
"B-03",2013,0,55.3416478947368,-166.354432573099,3.7,-6.55436829794885
"B-03",2014,0,55.3416478947368,-166.354432573099,4.1,-6.55436829794885
"B-03",2015,0,55.3416478947368,-166.354432573099,4.7,-6.55436829794885
"B-03",2016,0,55.3416478947368,-166.354432573099,4.7,-6.55436829794885
"B-03",2017,0,55.3416478947368,-166.354432573099,4.4,-6.55436829794885
"B-03",2018,0,55.3416478947368,-166.354432573099,4.4,-6.55436829794885
"B-03",2019,0,55.3416478947368,-166.354432573099,4.7,-6.55436829794885
"B-03",2021,0,55.3416478947368,-166.354432573099,4.1,-6.55436829794885
"B-03",2022,0,55.3416478947368,-166.354432573099,4,-6.55436829794885
"B-03",2023,0,55.3416478947368,-166.354432573099,4.3,-6.55436829794885
"B-04",1988,0,55.3354403007519,-165.780515263158,3.7,-6.55436829794885
"B-04",1989,0,55.3354403007519,-165.780515263158,3.5,-6.55436829794885
"B-04",1990,0,55.3354403007519,-165.780515263158,NA,-6.55436829794885
"B-04",1991,0,55.3354403007519,-165.780515263158,3.8,-6.55436829794885
"B-04",1992,0,55.3354403007519,-165.780515263158,4.1,-6.55436829794885
"B-04",1993,0,55.3354403007519,-165.780515263158,4.2,-6.55436829794885
"B-04",1994,0,55.3354403007519,-165.780515263158,3.9,-6.55436829794885
"B-04",1995,0,55.3354403007519,-165.780515263158,3.7,-6.55436829794885
"B-04",1996,0,55.3354403007519,-165.780515263158,4.3,-6.55436829794885
"B-04",1997,0,55.3354403007519,-165.780515263158,4,-6.55436829794885
"B-04",1998,0,55.3354403007519,-165.780515263158,4.1,-6.55436829794885
"B-04",1999,0,55.3354403007519,-165.780515263158,3.4,-6.55436829794885
"B-04",2000,0,55.3354403007519,-165.780515263158,3.5,-6.55436829794885
"B-04",2001,0,55.3354403007519,-165.780515263158,4.3,-6.55436829794885
"B-04",2002,0,55.3354403007519,-165.780515263158,4,-6.55436829794885
"B-04",2003,0,55.3354403007519,-165.780515263158,4.5,-6.55436829794885
"B-04",2004,0,55.3354403007519,-165.780515263158,4.1,-6.55436829794885
"B-04",2005,0,55.3354403007519,-165.780515263158,4.3,-6.55436829794885
"B-04",2006,0,55.3354403007519,-165.780515263158,3.9,-6.55436829794885
"B-04",2007,0,55.3354403007519,-165.780515263158,3.5,-6.55436829794885
"B-04",2008,0,55.3354403007519,-165.780515263158,3.3,-6.55436829794885
"B-04",2009,0,55.3354403007519,-165.780515263158,3.6,-6.55436829794885
"B-04",2010,0,55.3354403007519,-165.780515263158,4.2,-6.55436829794885
"B-04",2011,0,55.3354403007519,-165.780515263158,4,-6.55436829794885
"B-04",2012,0,55.3354403007519,-165.780515263158,3.4,-6.55436829794885
"B-04",2013,0,55.3354403007519,-165.780515263158,4.2,-6.55436829794885
"B-04",2014,0,55.3354403007519,-165.780515263158,4.3,-6.55436829794885
"B-04",2015,0,55.3354403007519,-165.780515263158,4.8,-6.55436829794885
"B-04",2016,0,55.3354403007519,-165.780515263158,4.9,-6.55436829794885
"B-04",2017,0,55.3354403007519,-165.780515263158,4.4,-6.55436829794885
"B-04",2018,0,55.3354403007519,-165.780515263158,4.5,-6.55436829794885
"B-04",2019,0,55.3354403007519,-165.780515263158,5.1,-6.55436829794885
"B-04",2021,0,55.3354403007519,-165.780515263158,4.2,-6.55436829794885
"B-04",2022,0,55.3354403007519,-165.780515263158,4.1,-6.55436829794885
"B-04",2023,0,55.3354403007519,-165.780515263158,4.4,-6.55436829794885
"B-05",1988,0,55.343247965368,-165.184236233766,4.2,-6.55436829794885
"B-05",1989,19.6839928546472,55.343247965368,-165.184236233766,4.1,2.97987809443828
"B-05",1990,33.6626489725787,55.343247965368,-165.184236233766,3.9,3.51643118128326
"B-05",1991,0,55.343247965368,-165.184236233766,4.2,-6.55436829794885
"B-05",1992,0,55.343247965368,-165.184236233766,4.5,-6.55436829794885
"B-05",1993,0,55.343247965368,-165.184236233766,4.5,-6.55436829794885
"B-05",1994,0,55.343247965368,-165.184236233766,3.6,-6.55436829794885
"B-05",1995,0,55.343247965368,-165.184236233766,3.5,-6.55436829794885
"B-05",1996,0,55.343247965368,-165.184236233766,4.5,-6.55436829794885
"B-05",1997,0,55.343247965368,-165.184236233766,4.4,-6.55436829794885
"B-05",1998,0,55.343247965368,-165.184236233766,4,-6.55436829794885
"B-05",1999,0,55.343247965368,-165.184236233766,2.8,-6.55436829794885
"B-05",2000,0,55.343247965368,-165.184236233766,4,-6.55436829794885
"B-05",2001,0,55.343247965368,-165.184236233766,4.2,-6.55436829794885
"B-05",2002,0,55.343247965368,-165.184236233766,4.6,-6.55436829794885
"B-05",2003,0,55.343247965368,-165.184236233766,4.9,-6.55436829794885
"B-05",2004,0,55.343247965368,-165.184236233766,4.4,-6.55436829794885
"B-05",2005,0,55.343247965368,-165.184236233766,4.6,-6.55436829794885
"B-05",2006,0,55.343247965368,-165.184236233766,3.8,-6.55436829794885
"B-05",2007,0,55.343247965368,-165.184236233766,3.3,-6.55436829794885
"B-05",2008,0,55.343247965368,-165.184236233766,3.4,-6.55436829794885
"B-05",2009,0,55.343247965368,-165.184236233766,3.5,-6.55436829794885
"B-05",2010,0,55.343247965368,-165.184236233766,3.9,-6.55436829794885
"B-05",2011,0,55.343247965368,-165.184236233766,4.1,-6.55436829794885
"B-05",2012,0,55.343247965368,-165.184236233766,2.8,-6.55436829794885
"B-05",2013,0,55.343247965368,-165.184236233766,3.7,-6.55436829794885
"B-05",2014,0,55.343247965368,-165.184236233766,4.2,-6.55436829794885
"B-05",2015,0,55.343247965368,-165.184236233766,5.1,-6.55436829794885
"B-05",2016,0,55.343247965368,-165.184236233766,5,-6.55436829794885
"B-05",2017,0,55.343247965368,-165.184236233766,4.7,-6.55436829794885
"B-05",2018,0,55.343247965368,-165.184236233766,4.8,-6.55436829794885
"B-05",2019,0,55.343247965368,-165.184236233766,4.9,-6.55436829794885
"B-05",2021,0,55.343247965368,-165.184236233766,4.3,-6.55436829794885
"B-05",2022,0,55.343247965368,-165.184236233766,3.9,-6.55436829794885
"B-05",2023,0,55.343247965368,-165.184236233766,4.4,-6.55436829794885
"B-06",1988,0,55.3370714731183,-164.577530645161,4.2,-6.55436829794885
"B-06",1989,0,55.3370714731183,-164.577530645161,4,-6.55436829794885
"B-06",1990,0,55.3370714731183,-164.577530645161,3.6,-6.55436829794885
"B-06",1991,0,55.3370714731183,-164.577530645161,4,-6.55436829794885
"B-06",1992,0,55.3370714731183,-164.577530645161,3.9,-6.55436829794885
"B-06",1993,0,55.3370714731183,-164.577530645161,NA,-6.55436829794885
"B-06",1994,0,55.3370714731183,-164.577530645161,4.5,-6.55436829794885
"B-06",1995,0,55.3370714731183,-164.577530645161,3.1,-6.55436829794885
"B-06",1996,0,55.3370714731183,-164.577530645161,4.7,-6.55436829794885
"B-06",1997,0,55.3370714731183,-164.577530645161,5,-6.55436829794885
"B-06",1998,0,55.3370714731183,-164.577530645161,5.2,-6.55436829794885
"B-06",1999,20.2824153658661,55.3370714731183,-164.577530645161,2.8,3.00982447283325
"B-06",2000,0,55.3370714731183,-164.577530645161,3.2,-6.55436829794885
"B-06",2001,0,55.3370714731183,-164.577530645161,4.3,-6.55436829794885
"B-06",2002,0,55.3370714731183,-164.577530645161,4.7,-6.55436829794885
"B-06",2003,0,55.3370714731183,-164.577530645161,4.5,-6.55436829794885
"B-06",2004,0,55.3370714731183,-164.577530645161,4.5,-6.55436829794885
"B-06",2005,0,55.3370714731183,-164.577530645161,NA,-6.55436829794885
"B-06",2006,0,55.3370714731183,-164.577530645161,4,-6.55436829794885
"B-06",2007,0,55.3370714731183,-164.577530645161,3.3,-6.55436829794885
