"station","year","avg_dens","Lat","Long","bot_temp","log_avg_dens"
"A-04",1989,0,55.0028771518987,-165.751185886076,3.5,-6.49007147502806
"A-04",1990,0,55.0028771518987,-165.751185886076,NA,-6.49007147502806
"A-04",1991,0,55.0028771518987,-165.751185886076,4,-6.49007147502806
"A-04",1992,0,55.0028771518987,-165.751185886076,4.1,-6.49007147502806
"A-04",1993,0,55.0028771518987,-165.751185886076,4.1,-6.49007147502806
"A-04",1994,0,55.0028771518987,-165.751185886076,3.9,-6.49007147502806
"A-04",1995,0,55.0028771518987,-165.751185886076,3.7,-6.49007147502806
"A-04",1996,0,55.0028771518987,-165.751185886076,4.6,-6.49007147502806
"A-04",1997,0,55.0028771518987,-165.751185886076,4.5,-6.49007147502806
"A-04",1998,0,55.0028771518987,-165.751185886076,4.1,-6.49007147502806
"A-04",1999,0,55.0028771518987,-165.751185886076,3.4,-6.49007147502806
"A-04",2000,0,55.0028771518987,-165.751185886076,3.5,-6.49007147502806
"A-04",2001,0,55.0028771518987,-165.751185886076,3.8,-6.49007147502806
"A-04",2002,0,55.0028771518987,-165.751185886076,4.1,-6.49007147502806
"A-04",2003,0,55.0028771518987,-165.751185886076,4.7,-6.49007147502806
"A-04",2004,0,55.0028771518987,-165.751185886076,4.2,-6.49007147502806
"A-04",2005,0,55.0028771518987,-165.751185886076,4.4,-6.49007147502806
"A-04",2006,0,55.0028771518987,-165.751185886076,3.7,-6.49007147502806
"A-04",2007,0,55.0028771518987,-165.751185886076,3.6,-6.49007147502806
"A-04",2008,0,55.0028771518987,-165.751185886076,3.8,-6.49007147502806
"A-04",2009,0,55.0028771518987,-165.751185886076,3.6,-6.49007147502806
"A-04",2010,0,55.0028771518987,-165.751185886076,3.9,-6.49007147502806
"A-04",2011,0,55.0028771518987,-165.751185886076,4.2,-6.49007147502806
"A-04",2012,0,55.0028771518987,-165.751185886076,3.5,-6.49007147502806
"A-04",2013,0,55.0028771518987,-165.751185886076,4,-6.49007147502806
"A-04",2014,0,55.0028771518987,-165.751185886076,4.1,-6.49007147502806
"A-04",2015,0,55.0028771518987,-165.751185886076,4.8,-6.49007147502806
"A-04",2016,0,55.0028771518987,-165.751185886076,4.5,-6.49007147502806
"A-04",2017,0,55.0028771518987,-165.751185886076,4.3,-6.49007147502806
"A-04",2018,0,55.0028771518987,-165.751185886076,4.4,-6.49007147502806
"A-04",2019,0,55.0028771518987,-165.751185886076,4.6,-6.49007147502806
"A-04",2021,0,55.0028771518987,-165.751185886076,4.2,-6.49007147502806
"A-04",2022,0,55.0028771518987,-165.751185886076,4,-6.49007147502806
"A-04",2023,0,55.0028771518987,-165.751185886076,4.4,-6.49007147502806
"A-05",1988,0,54.9978212081784,-165.151775817844,4.2,-6.49007147502806
"A-05",1989,0,54.9978212081784,-165.151775817844,4.9,-6.49007147502806
"A-05",1990,22.9745365429418,54.9978212081784,-165.151775817844,4.4,3.13445258594336
"A-05",1991,0,54.9978212081784,-165.151775817844,4.3,-6.49007147502806
"A-05",1992,0,54.9978212081784,-165.151775817844,4.8,-6.49007147502806
"A-05",1993,0,54.9978212081784,-165.151775817844,4.8,-6.49007147502806
"A-05",1994,0,54.9978212081784,-165.151775817844,3.3,-6.49007147502806
"A-05",1995,0,54.9978212081784,-165.151775817844,4,-6.49007147502806
"A-05",1996,0,54.9978212081784,-165.151775817844,4.6,-6.49007147502806
"A-05",1997,0,54.9978212081784,-165.151775817844,4.1,-6.49007147502806
"A-05",1998,0,54.9978212081784,-165.151775817844,4.2,-6.49007147502806
"A-05",1999,0,54.9978212081784,-165.151775817844,3.6,-6.49007147502806
"A-05",2000,0,54.9978212081784,-165.151775817844,4.1,-6.49007147502806
"A-05",2001,0,54.9978212081784,-165.151775817844,4.2,-6.49007147502806
"A-05",2002,0,54.9978212081784,-165.151775817844,4.5,-6.49007147502806
"A-05",2003,0,54.9978212081784,-165.151775817844,5,-6.49007147502806
"A-05",2004,0,54.9978212081784,-165.151775817844,4.6,-6.49007147502806
"A-05",2005,0,54.9978212081784,-165.151775817844,NA,-6.49007147502806
"A-05",2006,0,54.9978212081784,-165.151775817844,4.1,-6.49007147502806
"A-05",2007,0,54.9978212081784,-165.151775817844,3.8,-6.49007147502806
"A-05",2008,0,54.9978212081784,-165.151775817844,3.6,-6.49007147502806
"A-05",2009,0,54.9978212081784,-165.151775817844,3.9,-6.49007147502806
"A-05",2010,0,54.9978212081784,-165.151775817844,3.8,-6.49007147502806
"A-05",2011,0,54.9978212081784,-165.151775817844,4.3,-6.49007147502806
"A-05",2012,0,54.9978212081784,-165.151775817844,2.8,-6.49007147502806
"A-05",2013,0,54.9978212081784,-165.151775817844,4.2,-6.49007147502806
"A-05",2014,0,54.9978212081784,-165.151775817844,4.6,-6.49007147502806
"A-05",2015,0,54.9978212081784,-165.151775817844,4.9,-6.49007147502806
"A-05",2016,0,54.9978212081784,-165.151775817844,5.1,-6.49007147502806
"A-05",2017,0,54.9978212081784,-165.151775817844,4.8,-6.49007147502806
"A-05",2018,0,54.9978212081784,-165.151775817844,5,-6.49007147502806
"A-05",2019,0,54.9978212081784,-165.151775817844,5.1,-6.49007147502806
"A-05",2021,0,54.9978212081784,-165.151775817844,4.7,-6.49007147502806
"A-05",2022,0,54.9978212081784,-165.151775817844,4.2,-6.49007147502806
"A-05",2023,0,54.9978212081784,-165.151775817844,4.8,-6.49007147502806
"A-06",1993,0,55.0235578431373,-164.590610980392,NA,-6.49007147502806
"A-06",1994,0,55.0235578431373,-164.590610980392,4.6,-6.49007147502806
"A-06",1995,0,55.0235578431373,-164.590610980392,4,-6.49007147502806
"A-06",1996,0,55.0235578431373,-164.590610980392,5.2,-6.49007147502806
"A-06",1997,0,55.0235578431373,-164.590610980392,5,-6.49007147502806
"A-06",1998,0,55.0235578431373,-164.590610980392,6,-6.49007147502806
"A-06",1999,0,55.0235578431373,-164.590610980392,3.2,-6.49007147502806
"A-06",2000,0,55.0235578431373,-164.590610980392,3.5,-6.49007147502806
"A-06",2001,0,55.0235578431373,-164.590610980392,4.6,-6.49007147502806
"A-06",2002,0,55.0235578431373,-164.590610980392,5,-6.49007147502806
"A-06",2003,0,55.0235578431373,-164.590610980392,5.6,-6.49007147502806
"A-06",2004,0,55.0235578431373,-164.590610980392,5.4,-6.49007147502806
"A-06",2005,0,55.0235578431373,-164.590610980392,NA,-6.49007147502806
"A-06",2006,0,55.0235578431373,-164.590610980392,4.6,-6.49007147502806
"A-06",2007,0,55.0235578431373,-164.590610980392,3.7,-6.49007147502806
"A-06",2008,0,55.0235578431373,-164.590610980392,3.6,-6.49007147502806
"A-06",2009,0,55.0235578431373,-164.590610980392,4.1,-6.49007147502806
"A-06",2010,0,55.0235578431373,-164.590610980392,5.1,-6.49007147502806
"A-06",2011,0,55.0235578431373,-164.590610980392,5.6,-6.49007147502806
"A-06",2012,0,55.0235578431373,-164.590610980392,2.9,-6.49007147502806
"A-06",2013,0,55.0235578431373,-164.590610980392,4.6,-6.49007147502806
"A-06",2014,0,55.0235578431373,-164.590610980392,6.7,-6.49007147502806
"A-06",2015,0,55.0235578431373,-164.590610980392,5.8,-6.49007147502806
"A-06",2016,0,55.0235578431373,-164.590610980392,6.7,-6.49007147502806
"A-06",2017,0,55.0235578431373,-164.590610980392,5.7,-6.49007147502806
"A-06",2018,0,55.0235578431373,-164.590610980392,5.9,-6.49007147502806
"A-06",2019,0,55.0235578431373,-164.590610980392,5.9,-6.49007147502806
"A-06",2021,0,55.0235578431373,-164.590610980392,5.3,-6.49007147502806
"A-06",2022,0,55.0235578431373,-164.590610980392,4.2,-6.49007147502806
"A-06",2023,0,55.0235578431373,-164.590610980392,5.2,-6.49007147502806
"B-01",1988,0,55.3412870652174,-167.547656956522,4.3,-6.49007147502806
"B-01",1989,0,55.3412870652174,-167.547656956522,3.9,-6.49007147502806
"B-01",1990,0,55.3412870652174,-167.547656956522,3.5,-6.49007147502806
"B-01",1991,91.7172592086641,55.3412870652174,-167.547656956522,3.4,4.5187271309181
"B-01",1992,0,55.3412870652174,-167.547656956522,4,-6.49007147502806
"B-01",1993,0,55.3412870652174,-167.547656956522,3.9,-6.49007147502806
"B-01",1994,0,55.3412870652174,-167.547656956522,3.3,-6.49007147502806
"B-01",1995,0,55.3412870652174,-167.547656956522,3.6,-6.49007147502806
"B-01",1996,0,55.3412870652174,-167.547656956522,4.3,-6.49007147502806
"B-01",1997,0,55.3412870652174,-167.547656956522,4,-6.49007147502806
"B-01",1998,0,55.3412870652174,-167.547656956522,3.7,-6.49007147502806
"B-01",1999,0,55.3412870652174,-167.547656956522,3.4,-6.49007147502806
"B-01",2000,0,55.3412870652174,-167.547656956522,3.6,-6.49007147502806
"B-01",2001,0,55.3412870652174,-167.547656956522,3.9,-6.49007147502806
"B-01",2002,0,55.3412870652174,-167.547656956522,3.6,-6.49007147502806
"B-01",2003,0,55.3412870652174,-167.547656956522,4.6,-6.49007147502806
"B-01",2004,0,55.3412870652174,-167.547656956522,4.2,-6.49007147502806
"B-01",2005,0,55.3412870652174,-167.547656956522,4.3,-6.49007147502806
"B-01",2006,0,55.3412870652174,-167.547656956522,3.7,-6.49007147502806
"B-01",2007,0,55.3412870652174,-167.547656956522,3.6,-6.49007147502806
"B-01",2008,0,55.3412870652174,-167.547656956522,3.3,-6.49007147502806
"B-01",2009,0,55.3412870652174,-167.547656956522,3.4,-6.49007147502806
"B-01",2010,0,55.3412870652174,-167.547656956522,3.9,-6.49007147502806
"B-01",2011,0,55.3412870652174,-167.547656956522,3.8,-6.49007147502806
"B-01",2012,0,55.3412870652174,-167.547656956522,3,-6.49007147502806
"B-01",2013,0,55.3412870652174,-167.547656956522,3.7,-6.49007147502806
"B-01",2014,0,55.3412870652174,-167.547656956522,4.1,-6.49007147502806
"B-01",2015,0,55.3412870652174,-167.547656956522,4.4,-6.49007147502806
"B-01",2016,0,55.3412870652174,-167.547656956522,4.6,-6.49007147502806
"B-01",2017,0,55.3412870652174,-167.547656956522,4.3,-6.49007147502806
"B-01",2018,0,55.3412870652174,-167.547656956522,4.4,-6.49007147502806
"B-01",2019,0,55.3412870652174,-167.547656956522,4.6,-6.49007147502806
"B-01",2021,0,55.3412870652174,-167.547656956522,4,-6.49007147502806
"B-01",2022,0,55.3412870652174,-167.547656956522,3.9,-6.49007147502806
"B-01",2023,0,55.3412870652174,-167.547656956522,4.4,-6.49007147502806
"B-02",1988,0,55.330085,-166.96808,3.5,-6.49007147502806
"B-02",1989,0,55.330085,-166.96808,3.5,-6.49007147502806
"B-02",1990,322.75822559236,55.330085,-166.96808,3.5,5.77690821992271
"B-02",1991,21.1709818335479,55.330085,-166.96808,3.4,3.05270318275595
"B-02",1992,0,55.330085,-166.96808,3.9,-6.49007147502806
"B-02",1993,0,55.330085,-166.96808,3.9,-6.49007147502806
"B-02",1994,0,55.330085,-166.96808,3.9,-6.49007147502806
"B-02",1995,0,55.330085,-166.96808,3.3,-6.49007147502806
"B-02",1996,0,55.330085,-166.96808,4.3,-6.49007147502806
"B-02",1997,0,55.330085,-166.96808,3.9,-6.49007147502806
"B-02",1998,0,55.330085,-166.96808,4,-6.49007147502806
"B-02",1999,0,55.330085,-166.96808,3.3,-6.49007147502806
"B-02",2000,0,55.330085,-166.96808,3.5,-6.49007147502806
"B-02",2001,0,55.330085,-166.96808,3.9,-6.49007147502806
"B-02",2002,0,55.330085,-166.96808,3.6,-6.49007147502806
"B-02",2003,0,55.330085,-166.96808,4.5,-6.49007147502806
"B-02",2004,0,55.330085,-166.96808,4.1,-6.49007147502806
"B-02",2005,0,55.330085,-166.96808,4.2,-6.49007147502806
"B-02",2006,0,55.330085,-166.96808,4,-6.49007147502806
"B-02",2007,0,55.330085,-166.96808,3.5,-6.49007147502806
"B-02",2008,0,55.330085,-166.96808,3.3,-6.49007147502806
"B-02",2009,0,55.330085,-166.96808,3.4,-6.49007147502806
"B-02",2010,0,55.330085,-166.96808,3.8,-6.49007147502806
"B-02",2011,0,55.330085,-166.96808,3.8,-6.49007147502806
"B-02",2012,19.3348312429155,55.330085,-166.96808,3,2.96198672781508
"B-02",2013,0,55.330085,-166.96808,3.7,-6.49007147502806
"B-02",2014,0,55.330085,-166.96808,4,-6.49007147502806
"B-02",2015,17.1571394984026,55.330085,-166.96808,4.9,2.84250288231116
"B-02",2016,0,55.330085,-166.96808,4.7,-6.49007147502806
"B-02",2017,0,55.330085,-166.96808,4.4,-6.49007147502806
"B-02",2018,0,55.330085,-166.96808,4.4,-6.49007147502806
"B-02",2019,0,55.330085,-166.96808,4.6,-6.49007147502806
"B-02",2021,0,55.330085,-166.96808,4.1,-6.49007147502806
"B-02",2022,0,55.330085,-166.96808,3.9,-6.49007147502806
"B-02",2023,0,55.330085,-166.96808,4.3,-6.49007147502806
"B-03",1988,0,55.3416478947368,-166.354432573099,3.7,-6.49007147502806
"B-03",1989,19.8478175293092,55.3416478947368,-166.354432573099,3.7,2.98817055416977
"B-03",1990,0,55.3416478947368,-166.354432573099,3.5,-6.49007147502806
"B-03",1991,19.4746137961968,55.3416478947368,-166.354432573099,3.7,2.9691897280217
"B-03",1992,19.4307791895889,55.3416478947368,-166.354432573099,3.8,2.96693650807406
"B-03",1993,18.0987561976649,55.3416478947368,-166.354432573099,4,2.89592711153448
"B-03",1994,0,55.3416478947368,-166.354432573099,3.3,-6.49007147502806
"B-03",1995,0,55.3416478947368,-166.354432573099,3.2,-6.49007147502806
"B-03",1996,0,55.3416478947368,-166.354432573099,4.2,-6.49007147502806
"B-03",1997,0,55.3416478947368,-166.354432573099,3.8,-6.49007147502806
"B-03",1998,0,55.3416478947368,-166.354432573099,3.8,-6.49007147502806
"B-03",1999,0,55.3416478947368,-166.354432573099,3.3,-6.49007147502806
"B-03",2000,0,55.3416478947368,-166.354432573099,3.6,-6.49007147502806
"B-03",2001,0,55.3416478947368,-166.354432573099,4,-6.49007147502806
"B-03",2002,0,55.3416478947368,-166.354432573099,3.6,-6.49007147502806
"B-03",2003,0,55.3416478947368,-166.354432573099,4.5,-6.49007147502806
"B-03",2004,0,55.3416478947368,-166.354432573099,4.1,-6.49007147502806
"B-03",2005,0,55.3416478947368,-166.354432573099,4.2,-6.49007147502806
"B-03",2006,17.2073389496707,55.3416478947368,-166.354432573099,4.1,2.84542421581394
"B-03",2007,0,55.3416478947368,-166.354432573099,3.5,-6.49007147502806
"B-03",2008,0,55.3416478947368,-166.354432573099,3.2,-6.49007147502806
"B-03",2009,0,55.3416478947368,-166.354432573099,3.4,-6.49007147502806
"B-03",2010,0,55.3416478947368,-166.354432573099,4,-6.49007147502806
"B-03",2011,0,55.3416478947368,-166.354432573099,3.8,-6.49007147502806
"B-03",2012,0,55.3416478947368,-166.354432573099,2.9,-6.49007147502806
"B-03",2013,0,55.3416478947368,-166.354432573099,3.7,-6.49007147502806
"B-03",2014,0,55.3416478947368,-166.354432573099,4.1,-6.49007147502806
"B-03",2015,17.5352010832175,55.3416478947368,-166.354432573099,4.7,2.86429694115623
"B-03",2016,0,55.3416478947368,-166.354432573099,4.7,-6.49007147502806
"B-03",2017,0,55.3416478947368,-166.354432573099,4.4,-6.49007147502806
"B-03",2018,0,55.3416478947368,-166.354432573099,4.4,-6.49007147502806
"B-03",2019,0,55.3416478947368,-166.354432573099,4.7,-6.49007147502806
"B-03",2021,0,55.3416478947368,-166.354432573099,4.1,-6.49007147502806
"B-03",2022,0,55.3416478947368,-166.354432573099,4,-6.49007147502806
"B-03",2023,0,55.3416478947368,-166.354432573099,4.3,-6.49007147502806
"B-04",1988,0,55.3354403007519,-165.780515263158,3.7,-6.49007147502806
"B-04",1989,0,55.3354403007519,-165.780515263158,3.5,-6.49007147502806
"B-04",1990,0,55.3354403007519,-165.780515263158,NA,-6.49007147502806
"B-04",1991,0,55.3354403007519,-165.780515263158,3.8,-6.49007147502806
"B-04",1992,0,55.3354403007519,-165.780515263158,4.1,-6.49007147502806
"B-04",1993,0,55.3354403007519,-165.780515263158,4.2,-6.49007147502806
"B-04",1994,0,55.3354403007519,-165.780515263158,3.9,-6.49007147502806
"B-04",1995,0,55.3354403007519,-165.780515263158,3.7,-6.49007147502806
"B-04",1996,0,55.3354403007519,-165.780515263158,4.3,-6.49007147502806
"B-04",1997,0,55.3354403007519,-165.780515263158,4,-6.49007147502806
"B-04",1998,0,55.3354403007519,-165.780515263158,4.1,-6.49007147502806
"B-04",1999,0,55.3354403007519,-165.780515263158,3.4,-6.49007147502806
"B-04",2000,0,55.3354403007519,-165.780515263158,3.5,-6.49007147502806
"B-04",2001,0,55.3354403007519,-165.780515263158,4.3,-6.49007147502806
"B-04",2002,0,55.3354403007519,-165.780515263158,4,-6.49007147502806
"B-04",2003,0,55.3354403007519,-165.780515263158,4.5,-6.49007147502806
"B-04",2004,0,55.3354403007519,-165.780515263158,4.1,-6.49007147502806
"B-04",2005,0,55.3354403007519,-165.780515263158,4.3,-6.49007147502806
"B-04",2006,0,55.3354403007519,-165.780515263158,3.9,-6.49007147502806
"B-04",2007,0,55.3354403007519,-165.780515263158,3.5,-6.49007147502806
"B-04",2008,0,55.3354403007519,-165.780515263158,3.3,-6.49007147502806
"B-04",2009,0,55.3354403007519,-165.780515263158,3.6,-6.49007147502806
"B-04",2010,0,55.3354403007519,-165.780515263158,4.2,-6.49007147502806
"B-04",2011,0,55.3354403007519,-165.780515263158,4,-6.49007147502806
"B-04",2012,0,55.3354403007519,-165.780515263158,3.4,-6.49007147502806
"B-04",2013,0,55.3354403007519,-165.780515263158,4.2,-6.49007147502806
"B-04",2014,0,55.3354403007519,-165.780515263158,4.3,-6.49007147502806
"B-04",2015,0,55.3354403007519,-165.780515263158,4.8,-6.49007147502806
"B-04",2016,0,55.3354403007519,-165.780515263158,4.9,-6.49007147502806
"B-04",2017,0,55.3354403007519,-165.780515263158,4.4,-6.49007147502806
"B-04",2018,0,55.3354403007519,-165.780515263158,4.5,-6.49007147502806
"B-04",2019,0,55.3354403007519,-165.780515263158,5.1,-6.49007147502806
"B-04",2021,0,55.3354403007519,-165.780515263158,4.2,-6.49007147502806
"B-04",2022,0,55.3354403007519,-165.780515263158,4.1,-6.49007147502806
"B-04",2023,0,55.3354403007519,-165.780515263158,4.4,-6.49007147502806
"B-05",1988,0,55.343247965368,-165.184236233766,4.2,-6.49007147502806
"B-05",1989,413.363849947591,55.343247965368,-165.184236233766,4.1,6.02433187109235
"B-05",1990,134.650595890315,55.343247965368,-165.184236233766,3.9,4.90269452155385
"B-05",1991,21.4823021447123,55.343247965368,-165.184236233766,4.2,3.0673001209185
"B-05",1992,0,55.343247965368,-165.184236233766,4.5,-6.49007147502806
"B-05",1993,0,55.343247965368,-165.184236233766,4.5,-6.49007147502806
"B-05",1994,0,55.343247965368,-165.184236233766,3.6,-6.49007147502806
"B-05",1995,0,55.343247965368,-165.184236233766,3.5,-6.49007147502806
"B-05",1996,0,55.343247965368,-165.184236233766,4.5,-6.49007147502806
"B-05",1997,0,55.343247965368,-165.184236233766,4.4,-6.49007147502806
"B-05",1998,18.5820494050844,55.343247965368,-165.184236233766,4,2.92227774108441
"B-05",1999,0,55.343247965368,-165.184236233766,2.8,-6.49007147502806
"B-05",2000,0,55.343247965368,-165.184236233766,4,-6.49007147502806
"B-05",2001,0,55.343247965368,-165.184236233766,4.2,-6.49007147502806
"B-05",2002,0,55.343247965368,-165.184236233766,4.6,-6.49007147502806
"B-05",2003,0,55.343247965368,-165.184236233766,4.9,-6.49007147502806
"B-05",2004,0,55.343247965368,-165.184236233766,4.4,-6.49007147502806
"B-05",2005,0,55.343247965368,-165.184236233766,4.6,-6.49007147502806
"B-05",2006,0,55.343247965368,-165.184236233766,3.8,-6.49007147502806
"B-05",2007,0,55.343247965368,-165.184236233766,3.3,-6.49007147502806
"B-05",2008,0,55.343247965368,-165.184236233766,3.4,-6.49007147502806
"B-05",2009,0,55.343247965368,-165.184236233766,3.5,-6.49007147502806
"B-05",2010,0,55.343247965368,-165.184236233766,3.9,-6.49007147502806
"B-05",2011,0,55.343247965368,-165.184236233766,4.1,-6.49007147502806
"B-05",2012,0,55.343247965368,-165.184236233766,2.8,-6.49007147502806
"B-05",2013,0,55.343247965368,-165.184236233766,3.7,-6.49007147502806
"B-05",2014,0,55.343247965368,-165.184236233766,4.2,-6.49007147502806
"B-05",2015,0,55.343247965368,-165.184236233766,5.1,-6.49007147502806
"B-05",2016,0,55.343247965368,-165.184236233766,5,-6.49007147502806
"B-05",2017,0,55.343247965368,-165.184236233766,4.7,-6.49007147502806
"B-05",2018,0,55.343247965368,-165.184236233766,4.8,-6.49007147502806
"B-05",2019,0,55.343247965368,-165.184236233766,4.9,-6.49007147502806
"B-05",2021,0,55.343247965368,-165.184236233766,4.3,-6.49007147502806
"B-05",2022,0,55.343247965368,-165.184236233766,3.9,-6.49007147502806
"B-05",2023,0,55.343247965368,-165.184236233766,4.4,-6.49007147502806
"B-06",1988,0,55.3370714731183,-164.577530645161,4.2,-6.49007147502806
"B-06",1989,125.185837930809,55.3370714731183,-164.577530645161,4,4.8298114661166
"B-06",1990,1872.52079004072,55.3370714731183,-164.577530645161,3.6,7.53504162906203
"B-06",1991,0,55.3370714731183,-164.577530645161,4,-6.49007147502806
"B-06",1992,0,55.3370714731183,-164.577530645161,3.9,-6.49007147502806
"B-06",1993,0,55.3370714731183,-164.577530645161,NA,-6.49007147502806
"B-06",1994,0,55.3370714731183,-164.577530645161,4.5,-6.49007147502806
"B-06",1995,0,55.3370714731183,-164.577530645161,3.1,-6.49007147502806
"B-06",1996,0,55.3370714731183,-164.577530645161,4.7,-6.49007147502806
"B-06",1997,68.3761230881163,55.3370714731183,-164.577530645161,5,4.22504589295518
"B-06",1998,207.233113228159,55.3370714731183,-164.577530645161,5.2,5.33385163767666
"B-06",1999,0,55.3370714731183,-164.577530645161,2.8,-6.49007147502806
"B-06",2000,0,55.3370714731183,-164.577530645161,3.2,-6.49007147502806
"B-06",2001,0,55.3370714731183,-164.577530645161,4.3,-6.49007147502806
"B-06",2002,0,55.3370714731183,-164.577530645161,4.7,-6.49007147502806
"B-06",2003,0,55.3370714731183,-164.577530645161,4.5,-6.49007147502806
"B-06",2004,0,55.3370714731183,-164.577530645161,4.5,-6.49007147502806
"B-06",2005,0,55.3370714731183,-164.577530645161,NA,-6.49007147502806
"B-06",2006,0,55.3370714731183,-164.577530645161,4,-6.49007147502806
